,initialWindForecast,latestWindForecast,settlementDate,settlementPeriod,windOutturn
2016011248,NULL,NULL,2016-01-12,48,3888
2016011301,5222,5823,2016-01-13,1,3988
2016011302,NULL,NULL,2016-01-13,2,3929
2016011303,5145,5829,2016-01-13,3,3984
2016011304,NULL,NULL,2016-01-13,4,3941
2016011305,5078,5792,2016-01-13,5,3909
2016011306,NULL,NULL,2016-01-13,6,3714
2016011307,4989,5726,2016-01-13,7,3708
2016011308,NULL,NULL,2016-01-13,8,3690
2016011309,4771,5540,2016-01-13,9,3689
2016011310,NULL,NULL,2016-01-13,10,3343
2016011311,4525,5270,2016-01-13,11,3242
2016011312,NULL,NULL,2016-01-13,12,3397
2016011313,4236,4975,2016-01-13,13,3505
2016011314,NULL,NULL,2016-01-13,14,3247
2016011315,3856,4575,2016-01-13,15,3162
2016011316,NULL,NULL,2016-01-13,16,3000
2016011317,3521,4155,2016-01-13,17,2946
2016011318,NULL,NULL,2016-01-13,18,2962
2016011319,3154,3693,2016-01-13,19,2995
2016011320,NULL,NULL,2016-01-13,20,2752
2016011321,2894,3330,2016-01-13,21,2698
2016011322,NULL,NULL,2016-01-13,22,2562
2016011323,2573,2990,2016-01-13,23,2274
2016011324,NULL,NULL,2016-01-13,24,2440
2016011325,2203,2655,2016-01-13,25,2529
2016011326,NULL,NULL,2016-01-13,26,2374
2016011327,1870,2338,2016-01-13,27,2070
2016011328,NULL,NULL,2016-01-13,28,1846
2016011329,1539,1995,2016-01-13,29,1730
2016011330,NULL,NULL,2016-01-13,30,1545
2016011331,1240,1760,2016-01-13,31,1532
2016011332,NULL,NULL,2016-01-13,32,1782
2016011333,1112,1833,2016-01-13,33,1801
2016011334,NULL,NULL,2016-01-13,34,1835
2016011335,997,1875,2016-01-13,35,1862
2016011336,NULL,NULL,2016-01-13,36,1936
2016011337,897,1944,2016-01-13,37,1963
2016011338,NULL,NULL,2016-01-13,38,2112
2016011339,842,2182,2016-01-13,39,2210
2016011340,NULL,NULL,2016-01-13,40,2212
2016011341,793,2352,2016-01-13,41,2242
2016011342,NULL,NULL,2016-01-13,42,2288
2016011343,749,2384,2016-01-13,43,2194
2016011344,NULL,NULL,2016-01-13,44,2064
2016011345,2447,2435,2016-01-13,45,2134
2016011346,NULL,NULL,2016-01-13,46,2262
2016011347,2542,2517,2016-01-13,47,2441
2016011348,NULL,NULL,2016-01-13,48,2636
2016011401,2631,2668,2016-01-14,1,2665
2016011402,NULL,NULL,2016-01-14,2,2720
2016011403,2811,2828,2016-01-14,3,2747
2016011404,NULL,NULL,2016-01-14,4,2987
2016011405,3030,3045,2016-01-14,5,3481
2016011406,NULL,NULL,2016-01-14,6,3687
2016011407,3278,3225,2016-01-14,7,3732
2016011408,NULL,NULL,2016-01-14,8,3983
2016011409,3647,3248,2016-01-14,9,4054
2016011410,NULL,NULL,2016-01-14,10,4117
2016011411,4037,3386,2016-01-14,11,4299
2016011412,NULL,NULL,2016-01-14,12,4231
2016011413,4409,3515,2016-01-14,13,4218
2016011414,NULL,NULL,2016-01-14,14,4147
2016011415,4491,3557,2016-01-14,15,4161
2016011416,NULL,NULL,2016-01-14,16,4131
2016011417,4602,3627,2016-01-14,17,4123
2016011418,NULL,NULL,2016-01-14,18,4026
2016011419,4668,3690,2016-01-14,19,4022
2016011420,NULL,NULL,2016-01-14,20,4117
2016011421,4811,3792,2016-01-14,21,4119
2016011422,NULL,NULL,2016-01-14,22,4202
2016011423,4947,3903,2016-01-14,23,4183
2016011424,NULL,NULL,2016-01-14,24,4274
2016011425,5075,4010,2016-01-14,25,4317
2016011426,NULL,NULL,2016-01-14,26,4481
2016011427,5262,4140,2016-01-14,27,4417
2016011428,NULL,NULL,2016-01-14,28,4375
2016011429,5409,4306,2016-01-14,29,4283
2016011430,NULL,NULL,2016-01-14,30,4181
2016011431,5523,4426,2016-01-14,31,4135
2016011432,NULL,NULL,2016-01-14,32,4064
2016011433,5564,4571,2016-01-14,33,3995
2016011434,NULL,NULL,2016-01-14,34,4048
2016011435,5565,4703,2016-01-14,35,3983
2016011436,NULL,NULL,2016-01-14,36,3857
2016011437,5555,4804,2016-01-14,37,3895
2016011438,NULL,NULL,2016-01-14,38,4050
2016011439,5491,4868,2016-01-14,39,3933
2016011440,NULL,NULL,2016-01-14,40,4112
2016011441,5421,4925,2016-01-14,41,4016
2016011442,NULL,NULL,2016-01-14,42,4012
2016011443,5352,4587,2016-01-14,43,4021
2016011444,NULL,NULL,2016-01-14,44,4124
2016011445,5374,4765,2016-01-14,45,4164
2016011446,NULL,NULL,2016-01-14,46,4104
2016011447,5409,4905,2016-01-14,47,4161
2016011448,NULL,NULL,2016-01-14,48,4175
2016011501,5446,5060,2016-01-15,1,4182
2016011502,NULL,NULL,2016-01-15,2,4236
2016011503,5458,5212,2016-01-15,3,4193
2016011504,NULL,NULL,2016-01-15,4,4184
2016011505,5470,5326,2016-01-15,5,4262
2016011506,NULL,NULL,2016-01-15,6,4295
2016011507,5453,5439,2016-01-15,7,4391
2016011508,NULL,NULL,2016-01-15,8,4349
2016011509,5420,5450,2016-01-15,9,4382
2016011510,NULL,NULL,2016-01-15,10,4431
2016011511,5384,5458,2016-01-15,11,4282
2016011512,NULL,NULL,2016-01-15,12,4272
2016011513,5348,5491,2016-01-15,13,4344
2016011514,NULL,NULL,2016-01-15,14,4374
2016011515,5289,5534,2016-01-15,15,4235
2016011516,NULL,NULL,2016-01-15,16,4236
2016011517,5239,5568,2016-01-15,17,4348
2016011518,NULL,NULL,2016-01-15,18,4381
2016011519,5183,5645,2016-01-15,19,4320
2016011520,NULL,NULL,2016-01-15,20,4459
2016011521,5171,5646,2016-01-15,21,4376
2016011522,NULL,NULL,2016-01-15,22,4369
2016011523,5160,5631,2016-01-15,23,4462
2016011524,NULL,NULL,2016-01-15,24,4479
2016011525,5141,5261,2016-01-15,25,4402
2016011526,NULL,NULL,2016-01-15,26,4360
2016011527,5150,5248,2016-01-15,27,4250
2016011528,NULL,NULL,2016-01-15,28,4154
2016011529,5150,5568,2016-01-15,29,4144
2016011530,NULL,NULL,2016-01-15,30,3955
2016011531,5152,5477,2016-01-15,31,3823
2016011532,NULL,NULL,2016-01-15,32,3818
2016011533,5140,5603,2016-01-15,33,3577
2016011534,NULL,NULL,2016-01-15,34,3574
2016011535,5128,5435,2016-01-15,35,3592
2016011536,NULL,NULL,2016-01-15,36,3400
2016011537,5114,5241,2016-01-15,37,3353
2016011538,NULL,NULL,2016-01-15,38,3268
2016011539,4954,4978,2016-01-15,39,3032
2016011540,NULL,NULL,2016-01-15,40,2995
2016011541,4787,4640,2016-01-15,41,2701
2016011542,NULL,NULL,2016-01-15,42,2584
2016011543,4617,3119,2016-01-15,43,2436
2016011544,NULL,NULL,2016-01-15,44,2420
2016011545,4032,2996,2016-01-15,45,2330
2016011546,NULL,NULL,2016-01-15,46,2255
2016011547,3930,2870,2016-01-15,47,2215
2016011548,NULL,NULL,2016-01-15,48,2162
2016011601,3826,2799,2016-01-16,1,2073
2016011602,NULL,NULL,2016-01-16,2,2068
2016011603,3734,2856,2016-01-16,3,2098
2016011604,NULL,NULL,2016-01-16,4,2101
2016011605,3618,2843,2016-01-16,5,2079
2016011606,NULL,NULL,2016-01-16,6,2171
2016011607,3503,2850,2016-01-16,7,2123
2016011608,NULL,NULL,2016-01-16,8,2070
2016011609,3380,2824,2016-01-16,9,2113
2016011610,NULL,NULL,2016-01-16,10,2039
2016011611,3260,2760,2016-01-16,11,2043
2016011612,NULL,NULL,2016-01-16,12,1956
2016011613,3130,2705,2016-01-16,13,1846
2016011614,NULL,NULL,2016-01-16,14,1904
2016011615,2988,2601,2016-01-16,15,1937
2016011616,NULL,NULL,2016-01-16,16,1905
2016011617,2838,2507,2016-01-16,17,1855
2016011618,NULL,NULL,2016-01-16,18,1737
2016011619,2694,2390,2016-01-16,19,1672
2016011620,NULL,NULL,2016-01-16,20,1582
2016011621,2579,2417,2016-01-16,21,1339
2016011622,NULL,NULL,2016-01-16,22,1230
2016011623,2476,2406,2016-01-16,23,1264
2016011624,NULL,NULL,2016-01-16,24,1419
2016011625,2372,2392,2016-01-16,25,1158
2016011626,NULL,NULL,2016-01-16,26,1215
2016011627,2348,2410,2016-01-16,27,1199
2016011628,NULL,NULL,2016-01-16,28,1178
2016011629,2313,2411,2016-01-16,29,1270
2016011630,NULL,NULL,2016-01-16,30,1276
2016011631,2280,2377,2016-01-16,31,1299
2016011632,NULL,NULL,2016-01-16,32,1379
2016011633,2229,2322,2016-01-16,33,1465
2016011634,NULL,NULL,2016-01-16,34,1578
2016011635,2184,2279,2016-01-16,35,1492
2016011636,NULL,NULL,2016-01-16,36,1501
2016011637,2127,2232,2016-01-16,37,1607
2016011638,NULL,NULL,2016-01-16,38,1707
2016011639,2023,2145,2016-01-16,39,1759
2016011640,NULL,NULL,2016-01-16,40,1793
2016011641,1904,2010,2016-01-16,41,1891
2016011642,NULL,NULL,2016-01-16,42,1902
2016011643,1774,1309,2016-01-16,43,1800
2016011644,NULL,NULL,2016-01-16,44,1789
2016011645,1686,1281,2016-01-16,45,1711
2016011646,NULL,NULL,2016-01-16,46,1688
2016011647,1554,1272,2016-01-16,47,1796
2016011648,NULL,NULL,2016-01-16,48,1700
2016011701,1421,1243,2016-01-17,1,1672
2016011702,NULL,NULL,2016-01-17,2,1581
2016011703,1376,1207,2016-01-17,3,1456
2016011704,NULL,NULL,2016-01-17,4,1345
2016011705,1336,1183,2016-01-17,5,1354
2016011706,NULL,NULL,2016-01-17,6,1347
2016011707,1301,1181,2016-01-17,7,1401
2016011708,NULL,NULL,2016-01-17,8,1377
2016011709,1268,1202,2016-01-17,9,1333
2016011710,NULL,NULL,2016-01-17,10,1267
2016011711,1244,1237,2016-01-17,11,1291
2016011712,NULL,NULL,2016-01-17,12,1354
2016011713,1231,1318,2016-01-17,13,1443
2016011714,NULL,NULL,2016-01-17,14,1474
2016011715,1144,1466,2016-01-17,15,1517
2016011716,NULL,NULL,2016-01-17,16,1631
2016011717,1097,1581,2016-01-17,17,1636
2016011718,NULL,NULL,2016-01-17,18,1595
2016011719,1071,1702,2016-01-17,19,1679
2016011720,NULL,NULL,2016-01-17,20,1659
2016011721,1063,1744,2016-01-17,21,1683
2016011722,NULL,NULL,2016-01-17,22,1695
2016011723,1071,1823,2016-01-17,23,1704
2016011724,NULL,NULL,2016-01-17,24,1653
2016011725,1095,1894,2016-01-17,25,1646
2016011726,NULL,NULL,2016-01-17,26,1633
2016011727,1147,1957,2016-01-17,27,1649
2016011728,NULL,NULL,2016-01-17,28,1639
2016011729,1213,2015,2016-01-17,29,1647
2016011730,NULL,NULL,2016-01-17,30,1667
2016011731,1291,2098,2016-01-17,31,1664
2016011732,NULL,NULL,2016-01-17,32,1723
2016011733,1397,2222,2016-01-17,33,1772
2016011734,NULL,NULL,2016-01-17,34,1775
2016011735,1508,2381,2016-01-17,35,1885
2016011736,NULL,NULL,2016-01-17,36,1980
2016011737,1623,2576,2016-01-17,37,2070
2016011738,NULL,NULL,2016-01-17,38,2182
2016011739,1688,2880,2016-01-17,39,2374
2016011740,NULL,NULL,2016-01-17,40,2496
2016011741,1762,3117,2016-01-17,41,2624
2016011742,NULL,NULL,2016-01-17,42,2617
2016011743,1843,3429,2016-01-17,43,2608
2016011744,NULL,NULL,2016-01-17,44,2665
2016011745,3732,3577,2016-01-17,45,2709
2016011746,NULL,NULL,2016-01-17,46,2702
2016011747,3971,3704,2016-01-17,47,2782
2016011748,NULL,NULL,2016-01-17,48,2793
2016011801,4203,3759,2016-01-18,1,2774
2016011802,NULL,NULL,2016-01-18,2,2738
2016011803,4308,3733,2016-01-18,3,2745
2016011804,NULL,NULL,2016-01-18,4,2763
2016011805,4404,3686,2016-01-18,5,2734
2016011806,NULL,NULL,2016-01-18,6,2660
2016011807,4496,3608,2016-01-18,7,2590
2016011808,NULL,NULL,2016-01-18,8,2533
2016011809,4493,3503,2016-01-18,9,2454
2016011810,NULL,NULL,2016-01-18,10,2371
2016011811,4490,3383,2016-01-18,11,2266
2016011812,NULL,NULL,2016-01-18,12,2207
2016011813,4485,3241,2016-01-18,13,2191
2016011814,NULL,NULL,2016-01-18,14,2162
2016011815,4517,3152,2016-01-18,15,2155
2016011816,NULL,NULL,2016-01-18,16,2173
2016011817,4495,3068,2016-01-18,17,2105
2016011818,NULL,NULL,2016-01-18,18,2110
2016011819,4474,2948,2016-01-18,19,2014
2016011820,NULL,NULL,2016-01-18,20,1895
2016011821,4313,2691,2016-01-18,21,1819
2016011822,NULL,NULL,2016-01-18,22,1625
2016011823,4145,2387,2016-01-18,23,1419
2016011824,NULL,NULL,2016-01-18,24,1273
2016011825,3958,2035,2016-01-18,25,1144
2016011826,NULL,NULL,2016-01-18,26,903
2016011827,3708,1737,2016-01-18,27,732
2016011828,NULL,NULL,2016-01-18,28,648
2016011829,3431,1495,2016-01-18,29,587
2016011830,NULL,NULL,2016-01-18,30,567
2016011831,3136,1315,2016-01-18,31,545
2016011832,NULL,NULL,2016-01-18,32,532
2016011833,2991,1244,2016-01-18,33,528
2016011834,NULL,NULL,2016-01-18,34,544
2016011835,2846,1137,2016-01-18,35,517
2016011836,NULL,NULL,2016-01-18,36,475
2016011837,2701,1030,2016-01-18,37,437
2016011838,NULL,NULL,2016-01-18,38,458
2016011839,2537,883,2016-01-18,39,417
2016011840,NULL,NULL,2016-01-18,40,373
2016011841,2368,751,2016-01-18,41,357
2016011842,NULL,NULL,2016-01-18,42,388
2016011843,2203,422,2016-01-18,43,376
2016011844,NULL,NULL,2016-01-18,44,335
2016011845,937,374,2016-01-18,45,306
2016011846,NULL,NULL,2016-01-18,46,293
2016011847,797,344,2016-01-18,47,265
2016011848,NULL,NULL,2016-01-18,48,247
2016011901,684,320,2016-01-19,1,232
2016011902,NULL,NULL,2016-01-19,2,226
2016011903,626,309,2016-01-19,3,202
2016011904,NULL,NULL,2016-01-19,4,198
2016011905,575,299,2016-01-19,5,193
2016011906,NULL,NULL,2016-01-19,6,214
2016011907,531,293,2016-01-19,7,220
2016011908,NULL,NULL,2016-01-19,8,218
2016011909,518,292,2016-01-19,9,180
2016011910,NULL,NULL,2016-01-19,10,164
2016011911,506,284,2016-01-19,11,162
2016011912,NULL,NULL,2016-01-19,12,145
2016011913,488,275,2016-01-19,13,148
2016011914,NULL,NULL,2016-01-19,14,160
2016011915,488,285,2016-01-19,15,165
2016011916,NULL,NULL,2016-01-19,16,166
2016011917,508,288,2016-01-19,17,153
2016011918,NULL,NULL,2016-01-19,18,141
2016011919,527,291,2016-01-19,19,131
2016011920,NULL,NULL,2016-01-19,20,147
2016011921,527,274,2016-01-19,21,132
2016011922,NULL,NULL,2016-01-19,22,131
2016011923,526,263,2016-01-19,23,147
2016011924,NULL,NULL,2016-01-19,24,132
2016011925,528,255,2016-01-19,25,132
2016011926,NULL,NULL,2016-01-19,26,126
2016011927,531,252,2016-01-19,27,135
2016011928,NULL,NULL,2016-01-19,28,160
2016011929,536,255,2016-01-19,29,174
2016011930,NULL,NULL,2016-01-19,30,149
2016011931,542,253,2016-01-19,31,132
2016011932,NULL,NULL,2016-01-19,32,130
2016011933,577,251,2016-01-19,33,112
2016011934,NULL,NULL,2016-01-19,34,81
2016011935,615,259,2016-01-19,35,72
2016011936,NULL,NULL,2016-01-19,36,91
2016011937,659,271,2016-01-19,37,105
2016011938,NULL,NULL,2016-01-19,38,75
2016011939,704,272,2016-01-19,39,75
2016011940,NULL,NULL,2016-01-19,40,83
2016011941,757,272,2016-01-19,41,74
2016011942,NULL,NULL,2016-01-19,42,76
2016011943,813,266,2016-01-19,43,53
2016011944,NULL,NULL,2016-01-19,44,96
2016011945,394,272,2016-01-19,45,115
2016011946,NULL,NULL,2016-01-19,46,86
2016011947,414,276,2016-01-19,47,85
2016011948,NULL,NULL,2016-01-19,48,76
2016012001,450,302,2016-01-20,1,78
2016012002,NULL,NULL,2016-01-20,2,100
2016012003,472,315,2016-01-20,3,122
2016012004,NULL,NULL,2016-01-20,4,102
2016012005,495,322,2016-01-20,5,88
2016012006,NULL,NULL,2016-01-20,6,113
2016012007,519,344,2016-01-20,7,141
2016012008,NULL,NULL,2016-01-20,8,155
2016012009,547,361,2016-01-20,9,174
2016012010,NULL,NULL,2016-01-20,10,168
2016012011,573,384,2016-01-20,11,180
2016012012,NULL,NULL,2016-01-20,12,186
2016012013,604,409,2016-01-20,13,220
2016012014,NULL,NULL,2016-01-20,14,213
2016012015,625,413,2016-01-20,15,211
2016012016,NULL,NULL,2016-01-20,16,210
2016012017,694,420,2016-01-20,17,242
2016012018,NULL,NULL,2016-01-20,18,256
2016012019,771,434,2016-01-20,19,250
2016012020,NULL,NULL,2016-01-20,20,257
2016012021,844,443,2016-01-20,21,283
2016012022,NULL,NULL,2016-01-20,22,284
2016012023,924,459,2016-01-20,23,340
2016012024,NULL,NULL,2016-01-20,24,359
2016012025,1010,479,2016-01-20,25,326
2016012026,NULL,NULL,2016-01-20,26,351
2016012027,1091,493,2016-01-20,27,319
2016012028,NULL,NULL,2016-01-20,28,326
2016012029,1175,518,2016-01-20,29,366
2016012030,NULL,NULL,2016-01-20,30,391
2016012031,1266,556,2016-01-20,31,357
2016012032,NULL,NULL,2016-01-20,32,354
2016012033,1375,578,2016-01-20,33,424
2016012034,NULL,NULL,2016-01-20,34,437
2016012035,1493,651,2016-01-20,35,496
2016012036,NULL,NULL,2016-01-20,36,547
2016012037,1618,730,2016-01-20,37,675
2016012038,NULL,NULL,2016-01-20,38,738
2016012039,1731,845,2016-01-20,39,816
2016012040,NULL,NULL,2016-01-20,40,854
2016012041,1856,973,2016-01-20,41,887
2016012042,NULL,NULL,2016-01-20,42,947
2016012043,1994,1168,2016-01-20,43,958
2016012044,NULL,NULL,2016-01-20,44,1008
2016012045,1478,1334,2016-01-20,45,1072
2016012046,NULL,NULL,2016-01-20,46,1119
2016012047,1619,1507,2016-01-20,47,1299
2016012048,NULL,NULL,2016-01-20,48,1454
2016012101,1767,1695,2016-01-21,1,1506
2016012102,NULL,NULL,2016-01-21,2,1525
2016012103,1869,1872,2016-01-21,3,1590
2016012104,NULL,NULL,2016-01-21,4,1700
2016012105,1974,2046,2016-01-21,5,1799
2016012106,NULL,NULL,2016-01-21,6,1898
2016012107,2088,2215,2016-01-21,7,1973
2016012108,NULL,NULL,2016-01-21,8,1934
2016012109,2206,2399,2016-01-21,9,2064
2016012110,NULL,NULL,2016-01-21,10,2235
2016012111,2332,2580,2016-01-21,11,2331
2016012112,NULL,NULL,2016-01-21,12,2440
2016012113,2469,2744,2016-01-21,13,2676
2016012114,NULL,NULL,2016-01-21,14,2861
2016012115,2559,2931,2016-01-21,15,2889
2016012116,NULL,NULL,2016-01-21,16,2922
2016012117,2822,3186,2016-01-21,17,2908
2016012118,NULL,NULL,2016-01-21,18,3094
2016012119,3100,3483,2016-01-21,19,3302
2016012120,NULL,NULL,2016-01-21,20,3335
2016012121,3389,3794,2016-01-21,21,3310
2016012122,NULL,NULL,2016-01-21,22,3334
2016012123,3686,4096,2016-01-21,23,3403
2016012124,NULL,NULL,2016-01-21,24,3473
2016012125,3992,4386,2016-01-21,25,3705
2016012126,NULL,NULL,2016-01-21,26,3742
2016012127,4205,4553,2016-01-21,27,3591
2016012128,NULL,NULL,2016-01-21,28,3714
2016012129,4420,4740,2016-01-21,29,3704
2016012130,NULL,NULL,2016-01-21,30,3833
2016012131,4632,4933,2016-01-21,31,4001
2016012132,NULL,NULL,2016-01-21,32,4220
2016012133,4995,5102,2016-01-21,33,4555
2016012134,NULL,NULL,2016-01-21,34,4686
2016012135,5337,5330,2016-01-21,35,4754
2016012136,NULL,NULL,2016-01-21,36,4718
2016012137,5648,5566,2016-01-21,37,4774
2016012138,NULL,NULL,2016-01-21,38,4801
2016012139,5947,5765,2016-01-21,39,4940
2016012140,NULL,NULL,2016-01-21,40,5095
2016012141,6221,5952,2016-01-21,41,5125
2016012142,NULL,NULL,2016-01-21,42,5202
2016012143,6452,5910,2016-01-21,43,5237
2016012144,NULL,NULL,2016-01-21,44,5105
2016012145,6479,5997,2016-01-21,45,4636
2016012146,NULL,NULL,2016-01-21,46,4595
2016012147,6647,6092,2016-01-21,47,4713
2016012148,NULL,NULL,2016-01-21,48,4584
2016012201,6780,6195,2016-01-22,1,4588
2016012202,NULL,NULL,2016-01-22,2,4747
2016012203,6875,6354,2016-01-22,3,4802
2016012204,NULL,NULL,2016-01-22,4,4830
2016012205,6947,6486,2016-01-22,5,4838
2016012206,NULL,NULL,2016-01-22,6,4759
2016012207,6940,6581,2016-01-22,7,4812
2016012208,NULL,NULL,2016-01-22,8,4784
2016012209,6994,6707,2016-01-22,9,4753
2016012210,NULL,NULL,2016-01-22,10,4720
2016012211,7036,6838,2016-01-22,11,4628
2016012212,NULL,NULL,2016-01-22,12,4586
2016012213,7083,6925,2016-01-22,13,4552
2016012214,NULL,NULL,2016-01-22,14,4666
2016012215,7160,6997,2016-01-22,15,4780
2016012216,NULL,NULL,2016-01-22,16,5093
2016012217,7152,7026,2016-01-22,17,5309
2016012218,NULL,NULL,2016-01-22,18,5263
2016012219,7076,7015,2016-01-22,19,5176
2016012220,NULL,NULL,2016-01-22,20,5180
2016012221,7023,7061,2016-01-22,21,5115
2016012222,NULL,NULL,2016-01-22,22,5158
2016012223,6945,7041,2016-01-22,23,5068
2016012224,NULL,NULL,2016-01-22,24,4964
2016012225,6839,6975,2016-01-22,25,5122
2016012226,NULL,NULL,2016-01-22,26,5240
2016012227,6836,6954,2016-01-22,27,5237
2016012228,NULL,NULL,2016-01-22,28,5301
2016012229,6799,6960,2016-01-22,29,5240
2016012230,NULL,NULL,2016-01-22,30,5241
2016012231,6706,6882,2016-01-22,31,4984
2016012232,NULL,NULL,2016-01-22,32,5017
2016012233,6622,6890,2016-01-22,33,5009
2016012234,NULL,NULL,2016-01-22,34,4711
2016012235,6512,6737,2016-01-22,35,5163
2016012236,NULL,NULL,2016-01-22,36,5308
2016012237,6362,6524,2016-01-22,37,5316
2016012238,NULL,NULL,2016-01-22,38,5311
2016012239,6364,6586,2016-01-22,39,5437
2016012240,NULL,NULL,2016-01-22,40,5526
2016012241,6366,6614,2016-01-22,41,5725
2016012242,NULL,NULL,2016-01-22,42,5364
2016012243,6365,6338,2016-01-22,43,5309
2016012244,NULL,NULL,2016-01-22,44,5128
2016012245,6761,6354,2016-01-22,45,4905
2016012246,NULL,NULL,2016-01-22,46,4694
2016012247,6749,6303,2016-01-22,47,4574
2016012248,NULL,NULL,2016-01-22,48,4443
2016012301,6730,6172,2016-01-23,1,4374
2016012302,NULL,NULL,2016-01-23,2,4279
2016012303,6608,5955,2016-01-23,3,4337
2016012304,NULL,NULL,2016-01-23,4,4239
2016012305,6460,5774,2016-01-23,5,3989
2016012306,NULL,NULL,2016-01-23,6,4008
2016012307,6285,5583,2016-01-23,7,4173
2016012308,NULL,NULL,2016-01-23,8,4088
2016012309,6006,5237,2016-01-23,9,3920
2016012310,NULL,NULL,2016-01-23,10,3886
2016012311,5675,4726,2016-01-23,11,3664
2016012312,NULL,NULL,2016-01-23,12,3608
2016012313,5278,4210,2016-01-23,13,3495
2016012314,NULL,NULL,2016-01-23,14,3239
2016012315,5003,4152,2016-01-23,15,3262
2016012316,NULL,NULL,2016-01-23,16,3117
2016012317,4688,4250,2016-01-23,17,3062
2016012318,NULL,NULL,2016-01-23,18,3238
2016012319,4368,4425,2016-01-23,19,3276
2016012320,NULL,NULL,2016-01-23,20,3505
2016012321,4283,4588,2016-01-23,21,3557
2016012322,NULL,NULL,2016-01-23,22,3562
2016012323,4204,4637,2016-01-23,23,3516
2016012324,NULL,NULL,2016-01-23,24,3496
2016012325,4133,4722,2016-01-23,25,3613
2016012326,NULL,NULL,2016-01-23,26,3794
2016012327,4083,4730,2016-01-23,27,4208
2016012328,NULL,NULL,2016-01-23,28,4192
2016012329,4033,4731,2016-01-23,29,4110
2016012330,NULL,NULL,2016-01-23,30,4312
2016012331,3976,4792,2016-01-23,31,4076
2016012332,NULL,NULL,2016-01-23,32,3924
2016012333,4147,5003,2016-01-23,33,3951
2016012334,NULL,NULL,2016-01-23,34,4552
2016012335,4316,5019,2016-01-23,35,4618
2016012336,NULL,NULL,2016-01-23,36,4593
2016012337,4484,5015,2016-01-23,37,4486
2016012338,NULL,NULL,2016-01-23,38,4515
2016012339,4813,5077,2016-01-23,39,4278
2016012340,NULL,NULL,2016-01-23,40,4178
2016012341,5123,5091,2016-01-23,41,4266
2016012342,NULL,NULL,2016-01-23,42,4190
2016012343,5417,5377,2016-01-23,43,4118
2016012344,NULL,NULL,2016-01-23,44,4072
2016012345,6037,5303,2016-01-23,45,3945
2016012346,NULL,NULL,2016-01-23,46,3879
2016012347,5940,5164,2016-01-23,47,3874
2016012348,NULL,NULL,2016-01-23,48,3926
2016012401,5830,5049,2016-01-24,1,3735
2016012402,NULL,NULL,2016-01-24,2,3629
2016012403,5737,5017,2016-01-24,3,3541
2016012404,NULL,NULL,2016-01-24,4,3587
2016012405,5638,4991,2016-01-24,5,3587
2016012406,NULL,NULL,2016-01-24,6,3677
2016012407,5535,4980,2016-01-24,7,4013
2016012408,NULL,NULL,2016-01-24,8,4059
2016012409,5502,5023,2016-01-24,9,4109
2016012410,NULL,NULL,2016-01-24,10,4176
2016012411,5459,5091,2016-01-24,11,4129
2016012412,NULL,NULL,2016-01-24,12,4186
2016012413,5414,5228,2016-01-24,13,4291
2016012414,NULL,NULL,2016-01-24,14,4389
2016012415,5349,5432,2016-01-24,15,4290
2016012416,NULL,NULL,2016-01-24,16,4002
2016012417,5381,5608,2016-01-24,17,3994
2016012418,NULL,NULL,2016-01-24,18,4077
2016012419,5412,5803,2016-01-24,19,4184
2016012420,NULL,NULL,2016-01-24,20,4336
2016012421,5547,5948,2016-01-24,21,4461
2016012422,NULL,NULL,2016-01-24,22,4551
2016012423,5673,6039,2016-01-24,23,4679
2016012424,NULL,NULL,2016-01-24,24,4743
2016012425,5794,6103,2016-01-24,25,4816
2016012426,NULL,NULL,2016-01-24,26,4799
2016012427,5886,6016,2016-01-24,27,4891
2016012428,NULL,NULL,2016-01-24,28,4934
2016012429,5957,5900,2016-01-24,29,4890
2016012430,NULL,NULL,2016-01-24,30,4800
